complaint_text,category,urgency
Having trouble because customer service keeps transferring my call. kindly look into it soon.,Customer Support,low
I was charged twice for the same transaction.,Payment Issue,low
Faced an issue: The payment gateway shows an error every time I try to pay.,Payment Issue,medium
Having trouble because there are unauthorized activities showing up in my account.,Account Issue,low
Faced an issue: This is urgent. My payment was deducted but the order didn’t go through. Please resolve this ASAP.,Payment Issue,medium
The item arrived broken and unusable. Kindly look into it soon. It's quite frustrating.,Product Damage,low
The packaging was torn and the contents were damaged. Kindly look into it soon.,Product Damage,high
Faced an issue: The box contained something completely unrelated. I need immediate assistance. It's very urgent.,Wrong Item,medium
My two-factor authentication code never arrives. I need immediate assistance. It's very urgent. It's quite frustrating.,Login Trouble,medium
This is urgent. I'm facing constant glitches while navigating the dashboard. Please resolve this ASAP.,Technical Issue,high
Customer service keeps transferring my call. I need immediate assistance. It's very urgent.,Customer Support,high
Faced an issue: The resolution time is way too long for such a basic issue. I need immediate assistance. It's very urgent.,Service Issue,medium
Having trouble because this is urgent. my two-factor authentication code never arrives. please resolve this asap.,Login Trouble,medium
"Faced an issue: Instead of a phone, I got a pair of headphones.",Wrong Item,medium
Having trouble because the item is stuck in transit and no one is helping. kindly look into it soon.,Delivery Delay,medium
No one seems to take ownership of my complaint. Kindly look into it soon. It's quite frustrating.,Customer Support,low
Faced an issue: My package is marked as shipped but hasn’t arrived for over a week.,Delivery Delay,low
"This is urgent. My order slip is correct, but the item is wrong. Please resolve this ASAP.",Wrong Item,high
I was charged twice for the same transaction. It's quite frustrating.,Payment Issue,high
It seems like the website isn’t responding when i click on certain links.,Technical Issue,medium
They keep closing my ticket without a resolution.,Customer Support,high
Having trouble because this is urgent. it looks like the product was previously used. please resolve this asap.,Product Damage,high
Faced an issue: The login page won’t load at all.,Login Trouble,high
Faced an issue: This is urgent. I received a different color and size than what I ordered. Please resolve this ASAP.,Wrong Item,low
Having trouble because i had to wait for 40 minutes to talk to someone. i need immediate assistance. it's very urgent.,Service Issue,high
Technical support hasn’t resolved my issue after multiple attempts. Kindly look into it soon. It's quite frustrating.,Technical Issue,medium
The item is stuck in transit and no one is helping. Kindly look into it soon. It's quite frustrating.,Delivery Delay,medium
I can’t access my account despite entering the correct password. I need immediate assistance. It's very urgent. It's quite frustrating.,Account Issue,high
It seems like my package is marked as shipped but hasn’t arrived for over a week.,Delivery Delay,medium
This is urgent. I'm facing constant glitches while navigating the dashboard. Please resolve this ASAP.,Technical Issue,low
Faced an issue: Technical support hasn’t resolved my issue after multiple attempts. I need immediate assistance. It's very urgent.,Technical Issue,low
Having trouble because the app layout is broken on my phone. i need immediate assistance. it's very urgent.,App Bug,low
Having trouble because this is urgent. the support team gave me incorrect information. please resolve this asap.,Service Issue,medium
Faced an issue: I’m unable to update my email or phone number.,Account Issue,low
They keep closing my ticket without a resolution. Kindly look into it soon. It's quite frustrating.,Customer Support,low
"This is urgent. Every time I reach out, I get a different answer. Please resolve this ASAP.",Service Issue,medium
Technical support hasn’t resolved my issue after multiple attempts. I need immediate assistance. It's very urgent.,Technical Issue,high
My two-factor authentication code never arrives.,Login Trouble,high
It seems like this is urgent. the delivery was promised within 3 days but it's been over a week. please resolve this asap.,Delivery Delay,low
Having trouble because my issue hasn’t been resolved for over a month. kindly look into it soon.,Customer Support,medium
This is urgent. My package is marked as shipped but hasn’t arrived for over a week. Please resolve this ASAP.,Delivery Delay,medium
Having trouble because this is urgent. the packaging was torn and the contents were damaged. please resolve this asap.,Product Damage,medium
"Faced an issue: My order slip is correct, but the item is wrong.",Wrong Item,medium
This is urgent. It looks like the product was previously used. Please resolve this ASAP.,Product Damage,medium
I waited the whole day but the delivery never happened. Kindly look into it soon. It's quite frustrating.,Delivery Delay,high
